customer_number,customer_register_time,platform,last_login,total_purchase,redeemed_amount,lost,gap_less_than_2_weeks,churned,censored,event_time,event_observed,platform_encoded
4652,2023-09-28,Mobile,2023-11-13,30,0,False,False,False,False,46,True,0
4653,2023-05-19,Web,2023-05-26,55,0,True,True,False,False,7,True,2
4654,2023-06-30,Mobile,2023-12-07,16,0,False,False,False,False,160,True,0
4655,2023-01-30,Web,2023-07-26,13,0,True,False,False,False,177,True,2
4656,2023-02-26,Mobile,2023-03-26,24,0,True,False,False,False,28,True,0
4657,2023-08-20,Mobile,2024-05-25,17,0,False,False,False,False,279,True,0
4658,2023-05-26,Referral,2023-08-13,37,0,True,False,False,False,79,True,1
4659,2023-02-17,Web,2023-04-02,9,50,True,False,False,True,44,False,2
4660,2023-07-13,Web,2024-05-14,17,0,False,False,False,False,306,True,2
4661,2023-08-12,Mobile,2023-09-25,67,0,True,False,False,False,44,True,0
4662,2023-05-16,Referral,2023-07-21,42,0,True,False,False,False,66,True,1
4663,2023-01-22,Referral,2023-09-21,5,20,True,False,False,True,242,False,1
4664,2023-01-06,Web,2023-09-12,65,0,True,False,False,False,249,True,2
4665,2023-07-23,Web,2023-08-14,26,50,True,False,False,True,22,False,2
4666,2023-08-27,Mobile,2024-01-18,34,0,False,False,False,False,144,True,0
4667,2023-07-04,Web,2023-09-28,10,0,True,False,False,False,86,True,2
4668,2023-12-26,Web,2024-07-06,17,0,False,False,False,False,193,True,2
4669,2023-10-19,Web,2024-02-08,49,50,False,False,False,True,112,False,2
4670,2023-12-01,Mobile,2024-07-26,12,50,False,False,False,True,238,False,0
4671,2023-08-08,Referral,2024-05-06,5,50,False,False,False,True,272,False,1
4672,2023-04-26,Referral,2023-08-12,14,10,True,False,False,True,108,False,1
4673,2023-11-09,Web,2024-03-26,2,0,False,False,False,False,138,True,2
4674,2023-02-18,Mobile,2024-02-01,37,0,False,False,False,False,348,True,0
4675,2023-06-22,Referral,2023-07-29,4,0,True,False,False,False,37,True,1
4676,2023-03-23,Web,2023-11-19,10,10,False,False,False,True,241,False,2
4677,2023-11-18,Mobile,2024-10-23,63,0,False,False,False,False,340,True,0
4678,2023-11-29,Mobile,2024-05-29,23,0,False,False,False,False,182,True,0
4679,2023-02-14,Web,2023-03-02,11,0,True,False,False,False,16,True,2
4680,2023-12-01,Mobile,2024-11-20,23,10,False,False,False,True,355,False,0
4681,2023-01-20,Web,2023-09-10,7,50,True,False,False,True,233,False,2
4682,2023-08-09,Mobile,2024-06-17,0,0,False,False,False,False,313,True,0
4683,2023-05-03,Web,2024-01-31,27,20,False,False,False,True,273,False,2
4684,2023-08-22,Web,2024-08-18,37,0,False,False,False,False,362,True,2
4685,2023-08-09,Web,2023-12-22,63,0,False,False,False,False,135,True,2
4686,2023-11-19,Referral,2024-07-29,44,50,False,False,False,True,253,False,1
4687,2023-12-05,Mobile,2024-02-05,78,0,False,False,False,False,62,True,0
4688,2023-01-03,Mobile,2023-01-11,127,0,True,True,False,False,8,True,0
4689,2023-07-01,Mobile,2024-02-26,40,0,False,False,False,False,240,True,0
4690,2023-07-25,Mobile,2024-01-18,60,0,False,False,False,False,177,True,0
4691,2023-11-16,Web,2024-10-07,33,0,False,False,False,False,326,True,2
4692,2023-02-09,Mobile,2023-03-21,5,0,True,False,False,False,40,True,0
4693,2023-02-28,Web,2023-12-08,6,50,False,False,False,True,283,False,2
4694,2023-03-03,Web,2023-10-30,3,50,True,False,False,True,241,False,2
4695,2023-05-12,Mobile,2024-02-15,85,0,False,False,False,False,279,True,0
4696,2023-03-01,Web,2023-12-26,33,0,False,False,False,False,300,True,2
4697,2023-11-27,Web,2024-10-24,46,20,False,False,False,True,332,False,2
4698,2023-05-02,Mobile,2023-07-03,12,0,True,False,False,False,62,True,0
4699,2023-04-17,Mobile,2023-05-09,18,0,True,False,False,False,22,True,0
4700,2023-04-06,Mobile,2023-05-16,1,0,True,False,False,False,40,True,0
4701,2023-12-13,Mobile,2024-04-24,65,20,False,False,False,True,133,False,0
4702,2023-08-23,Mobile,2023-08-28,57,0,True,True,False,False,5,True,0
4703,2023-03-03,Mobile,2023-05-10,46,10,True,False,False,True,68,False,0
4704,2023-09-13,Web,2023-11-18,1,0,False,False,False,False,66,True,2
4705,2023-02-18,Web,2024-01-19,5,0,False,False,False,False,335,True,2
4706,2023-12-14,Mobile,2024-05-12,12,0,False,False,False,False,150,True,0
4707,2023-06-08,Web,2024-03-10,9,0,False,False,False,False,276,True,2
4708,2023-05-04,Referral,2023-05-25,54,0,True,False,False,False,21,True,1
4709,2023-11-13,Referral,2024-08-23,6,0,False,False,False,False,284,True,1
4710,2023-07-26,Web,2023-11-05,22,0,False,False,False,False,102,True,2
4711,2023-02-17,Web,2023-10-06,25,10,True,False,False,True,231,False,2
4712,2023-05-16,Web,2024-01-18,16,0,False,False,False,False,247,True,2
4713,2023-07-20,Web,2024-02-10,8,0,False,False,False,False,205,True,2
4714,2023-09-07,Web,2024-03-08,96,0,False,False,False,False,183,True,2
4715,2023-11-10,Mobile,2024-08-10,16,0,False,False,False,False,274,True,0
4716,2023-12-23,Referral,2024-08-17,38,10,False,False,False,True,238,False,1
4717,2023-11-14,Mobile,2024-03-09,6,0,False,False,False,False,116,True,0
4718,2023-10-22,Web,2023-12-31,51,0,False,False,False,False,70,True,2
4719,2023-11-10,Web,2024-10-17,7,10,False,False,False,True,342,False,2
4720,2023-07-28,Mobile,2024-07-15,33,0,False,False,False,False,353,True,0
4721,2023-12-21,Referral,2024-08-26,21,0,False,False,False,False,249,True,1
4722,2023-07-30,Referral,2024-04-04,4,10,False,False,False,True,249,False,1
4723,2023-07-11,Referral,2023-09-25,0,0,True,False,False,False,76,True,1
4724,2023-02-13,Mobile,2024-02-09,80,0,False,False,False,False,361,True,0
4725,2023-01-29,Mobile,2023-03-23,4,0,True,False,False,False,53,True,0
4726,2023-02-28,Web,2024-02-13,36,0,False,False,False,False,350,True,2
4727,2023-03-12,Mobile,2023-09-22,31,10,True,False,False,True,194,False,0
4728,2023-04-02,Web,2024-01-24,12,20,False,False,False,True,297,False,2
4729,2023-09-22,Mobile,2024-03-21,6,50,False,False,False,True,181,False,0
4730,2023-08-08,Mobile,2024-01-20,5,0,False,False,False,False,165,True,0
4731,2023-08-03,Web,2024-01-04,26,50,False,False,False,True,154,False,2
4732,2023-10-04,Web,2023-12-17,23,0,False,False,False,False,74,True,2
4733,2023-03-05,Web,2023-04-11,62,0,True,False,False,False,37,True,2
4734,2023-12-12,Web,2024-09-25,30,20,False,False,False,True,288,False,2
4735,2023-10-19,Web,2024-10-01,51,0,False,False,False,False,348,True,2
4736,2023-09-02,Web,2024-05-23,0,0,False,False,False,False,264,True,2
4737,2023-03-03,Web,2024-01-23,33,0,False,False,False,False,326,True,2
4738,2023-11-28,Web,2024-02-17,7,10,False,False,False,True,81,False,2
4739,2023-06-19,Referral,2023-10-11,8,0,True,False,False,False,114,True,1
4740,2023-09-26,Web,2024-07-31,38,0,False,False,False,False,309,True,2
4741,2023-09-24,Web,2024-02-14,47,50,False,False,False,True,143,False,2
4742,2023-02-23,Mobile,2023-04-03,13,0,True,False,False,False,39,True,0
4743,2023-01-16,Referral,2023-09-12,46,0,True,False,False,False,239,True,1
4744,2023-01-08,Mobile,2023-12-08,17,50,False,False,False,True,334,False,0
4745,2023-04-14,Web,2023-11-04,58,0,False,False,False,False,204,True,2
4746,2023-02-28,Mobile,2024-01-23,0,0,False,False,False,False,329,True,0
4747,2023-11-09,Mobile,2024-04-12,2,0,False,False,False,False,155,True,0
4748,2023-02-09,Mobile,2023-03-19,44,0,True,False,False,False,38,True,0
4749,2023-08-25,Mobile,2023-12-31,29,50,False,False,False,True,128,False,0
4750,2023-04-04,Referral,2023-05-10,24,0,True,False,False,False,36,True,1
4751,2023-08-10,Referral,2024-05-12,28,10,False,False,False,True,276,False,1
4752,2023-07-23,Mobile,2024-06-15,79,0,False,False,False,False,328,True,0
4753,2023-05-18,Mobile,2024-03-27,31,0,False,False,False,False,314,True,0
4754,2023-10-27,Mobile,2024-03-03,31,0,False,False,False,False,128,True,0
4755,2023-07-26,Referral,2024-06-10,42,0,False,False,False,False,320,True,1
4756,2023-12-02,Web,2024-02-22,60,0,False,False,False,False,82,True,2
4757,2023-03-22,Referral,2023-06-10,9,0,True,False,False,False,80,True,1
4758,2023-08-06,Web,2023-10-09,28,20,True,False,False,True,64,False,2
4759,2023-01-02,Mobile,2023-04-01,26,0,True,False,False,False,89,True,0
4760,2023-06-27,Referral,2023-09-19,4,0,True,False,False,False,84,True,1
4761,2023-12-12,Web,2024-06-05,22,0,False,False,False,False,176,True,2
4762,2023-10-06,Mobile,2024-06-24,2,0,False,False,False,False,262,True,0
4763,2023-05-26,Web,2024-03-04,6,0,False,False,False,False,283,True,2
4764,2023-11-14,Web,2024-06-26,73,0,False,False,False,False,225,True,2
4765,2023-08-12,Web,2023-10-01,3,0,True,False,False,False,50,True,2
4766,2023-03-03,Web,2023-05-19,25,10,True,False,False,True,77,False,2
4767,2023-10-21,Web,2023-12-18,11,0,False,False,False,False,58,True,2
4768,2023-08-27,Referral,2024-07-23,24,0,False,False,False,False,331,True,1
4769,2023-07-14,Referral,2024-02-24,8,0,False,False,False,False,225,True,1
4770,2023-06-15,Web,2024-05-21,17,0,False,False,False,False,341,True,2
4771,2023-08-10,Mobile,2023-08-23,60,50,True,True,False,True,13,False,0
4772,2023-03-02,Web,2024-01-26,14,0,False,False,False,False,330,True,2
4773,2023-05-09,Web,2023-11-01,13,10,True,False,False,True,176,False,2
4774,2023-06-22,Web,2023-09-18,17,0,True,False,False,False,88,True,2
4775,2023-06-05,Referral,2024-05-04,3,0,False,False,False,False,334,True,1
4776,2023-04-20,Referral,2024-03-18,14,50,False,False,False,True,333,False,1
4777,2023-09-26,Web,2023-10-12,0,50,True,False,False,True,16,False,2
4778,2023-12-22,Web,2024-01-27,20,0,False,False,False,False,36,True,2
4779,2023-10-05,Web,2024-09-12,56,20,False,False,False,True,343,False,2
4780,2023-03-15,Mobile,2024-01-02,24,0,False,False,False,False,293,True,0
4781,2023-07-26,Mobile,2024-06-14,28,0,False,False,False,False,324,True,0
4782,2023-10-06,Web,2024-08-09,0,0,False,False,False,False,308,True,2
4783,2023-11-22,Mobile,2024-08-24,58,50,False,False,False,True,276,False,0
4784,2023-12-06,Web,2024-06-05,14,0,False,False,False,False,182,True,2
4785,2023-12-23,Referral,2024-04-19,110,50,False,False,False,True,118,False,1
4786,2023-12-06,Mobile,2024-01-05,3,0,False,False,False,False,30,True,0
4787,2023-07-23,Mobile,2024-03-20,86,0,False,False,False,False,241,True,0
4788,2023-06-10,Mobile,2024-04-19,30,0,False,False,False,False,314,True,0
4789,2023-01-28,Referral,2023-07-23,1,0,True,False,False,False,176,True,1
4790,2023-09-14,Web,2024-05-08,106,0,False,False,False,False,237,True,2
4791,2023-06-14,Web,2023-07-25,0,0,True,False,False,False,41,True,2
4792,2023-03-04,Referral,2023-11-28,39,10,False,False,False,True,269,False,1
4793,2023-01-22,Web,2023-02-08,66,20,True,False,False,True,17,False,2
4794,2023-03-11,Web,2024-01-25,5,0,False,False,False,False,320,True,2
4795,2023-04-06,Mobile,2023-07-25,12,0,True,False,False,False,110,True,0
4796,2023-06-12,Referral,2023-10-20,24,0,True,False,False,False,130,True,1
4797,2023-03-20,Mobile,2024-02-23,34,0,False,False,False,False,340,True,0
4798,2023-01-05,Referral,2023-05-19,61,0,True,False,False,False,134,True,1
4799,2023-11-12,Mobile,2024-09-27,42,0,False,False,False,False,320,True,0
4800,2023-04-30,Web,2024-01-15,13,50,False,False,False,True,260,False,2
4801,2023-10-29,Mobile,2024-02-25,51,0,False,False,False,False,119,True,0
4802,2023-06-27,Mobile,2024-04-25,101,20,False,False,False,True,303,False,0
4803,2023-06-25,Web,2023-10-31,7,20,True,False,False,True,128,False,2
4804,2023-08-05,Web,2024-04-21,2,0,False,False,False,False,260,True,2
4805,2023-02-25,Web,2023-07-18,16,10,True,False,False,True,143,False,2
4806,2023-07-06,Mobile,2024-02-01,63,0,False,False,False,False,210,True,0
4807,2023-08-20,Referral,2023-10-10,4,50,True,False,False,True,51,False,1
4808,2023-09-12,Mobile,2024-04-20,65,0,False,False,False,False,221,True,0
4809,2023-04-14,Referral,2024-03-02,145,0,False,False,False,False,323,True,1
4810,2023-03-18,Web,2024-03-06,1,0,False,False,False,False,354,True,2
4811,2023-08-18,Referral,2023-12-23,20,0,False,False,False,False,127,True,1
4812,2023-09-15,Referral,2023-10-20,11,0,True,False,False,False,35,True,1
4813,2023-09-21,Web,2023-11-19,15,0,False,False,False,False,59,True,2
4814,2023-11-27,Referral,2024-05-02,18,0,False,False,False,False,157,True,1
4815,2023-07-01,Web,2024-04-16,40,0,False,False,False,False,290,True,2
4816,2023-09-13,Referral,2023-10-23,26,0,True,False,False,False,40,True,1
4817,2023-02-07,Referral,2023-12-14,97,0,False,False,False,False,310,True,1
4818,2023-06-25,Mobile,2024-04-09,12,0,False,False,False,False,289,True,0
4819,2023-01-27,Mobile,2023-10-14,23,0,True,False,False,False,260,True,0
4820,2023-10-03,Web,2024-04-02,50,10,False,False,False,True,182,False,2
4821,2023-05-20,Mobile,2023-06-29,14,0,True,False,False,False,40,True,0
4822,2023-10-26,Web,2024-07-10,18,0,False,False,False,False,258,True,2
4823,2023-10-14,Mobile,2024-03-28,34,0,False,False,False,False,166,True,0
4824,2023-04-01,Mobile,2023-04-26,59,20,True,False,False,True,25,False,0
4825,2023-03-02,Referral,2023-12-25,16,20,False,False,False,True,298,False,1
4826,2023-12-31,Web,2024-03-19,22,0,False,False,False,False,79,True,2
4827,2023-12-13,Referral,2024-07-11,110,0,False,False,False,False,211,True,1
4828,2023-06-12,Referral,2023-12-11,1,0,False,False,False,False,182,True,1
4829,2023-12-17,Mobile,2024-01-27,17,0,False,False,False,False,41,True,0
4830,2023-05-23,Web,2023-09-24,30,0,True,False,False,False,124,True,2
4831,2023-09-10,Web,2024-01-10,0,20,False,False,False,True,122,False,2
4832,2023-09-26,Web,2023-10-01,27,0,True,True,False,False,5,True,2
4833,2023-10-18,Mobile,2024-05-18,1,0,False,False,False,False,213,True,0
4834,2023-07-06,Mobile,2024-05-16,58,50,False,False,False,True,315,False,0
4835,2023-10-31,Referral,2024-05-30,49,0,False,False,False,False,212,True,1
4836,2023-10-18,Web,2024-03-24,0,50,False,False,False,True,158,False,2
4837,2023-03-27,Web,2023-12-06,1,50,False,False,False,True,254,False,2
4838,2023-06-15,Mobile,2023-12-07,42,0,False,False,False,False,175,True,0
4839,2023-04-24,Referral,2024-03-08,13,0,False,False,False,False,319,True,1
4840,2023-12-22,Referral,2024-10-28,25,10,False,False,False,True,311,False,1
4841,2023-07-02,Referral,2023-10-21,9,50,True,False,False,True,111,False,1
4842,2023-07-26,Mobile,2023-12-20,5,0,False,False,False,False,147,True,0
4843,2023-09-13,Mobile,2023-09-25,10,0,True,True,False,False,12,True,0
4844,2023-08-23,Referral,2023-11-29,8,20,False,False,False,True,98,False,1
4845,2023-12-21,Mobile,2024-03-31,17,50,False,False,False,True,101,False,0
4846,2023-01-03,Web,2023-01-14,41,0,True,True,False,False,11,True,2
4847,2023-07-27,Web,2024-04-30,24,0,False,False,False,False,278,True,2
4848,2023-07-16,Web,2023-08-01,28,0,True,False,False,False,16,True,2
4849,2023-12-07,Mobile,2023-12-13,19,0,False,True,True,False,6,True,0
4850,2023-05-05,Web,2024-04-22,11,0,False,False,False,False,353,True,2
4851,2023-05-18,Web,2023-05-29,4,0,True,True,False,False,11,True,2
4852,2023-12-05,Web,2023-12-21,13,0,False,False,False,False,16,True,2
4853,2023-01-25,Mobile,2024-01-04,32,0,False,False,False,False,344,True,0
4854,2023-03-09,Web,2023-05-09,39,0,True,False,False,False,61,True,2
4855,2023-03-02,Mobile,2023-05-23,19,0,True,False,False,False,82,True,0
4856,2023-01-29,Web,2023-04-17,31,0,True,False,False,False,78,True,2
4857,2023-01-19,Web,2023-09-13,7,10,True,False,False,True,237,False,2
4858,2023-06-20,Mobile,2024-03-29,58,0,False,False,False,False,283,True,0
4859,2023-03-15,Web,2023-04-18,60,0,True,False,False,False,34,True,2
4860,2023-03-02,Web,2024-01-14,11,50,False,False,False,True,318,False,2
4861,2023-06-02,Web,2023-09-09,23,0,True,False,False,False,99,True,2
4862,2023-10-03,Referral,2024-08-10,27,0,False,False,False,False,312,True,1
4863,2023-02-17,Mobile,2023-04-18,19,0,True,False,False,False,60,True,0
4864,2023-07-30,Web,2023-08-13,72,0,True,False,False,False,14,True,2
4865,2023-12-09,Web,2024-05-08,40,0,False,False,False,False,151,True,2
4866,2023-05-19,Referral,2023-08-18,33,0,True,False,False,False,91,True,1
4867,2023-04-20,Mobile,2024-01-02,22,0,False,False,False,False,257,True,0
4868,2023-07-02,Mobile,2024-01-09,2,0,False,False,False,False,191,True,0
4869,2023-01-28,Mobile,2023-09-22,3,0,True,False,False,False,237,True,0
4870,2023-07-16,Mobile,2024-03-29,10,0,False,False,False,False,257,True,0
4871,2023-07-10,Mobile,2024-02-23,7,0,False,False,False,False,228,True,0
4872,2023-11-11,Mobile,2024-10-20,91,20,False,False,False,True,344,False,0
4873,2023-02-20,Mobile,2023-02-28,15,0,True,True,False,False,8,True,0
4874,2023-05-29,Web,2024-05-20,62,50,False,False,False,True,357,False,2
4875,2023-09-25,Referral,2024-01-19,51,20,False,False,False,True,116,False,1
4876,2023-02-19,Mobile,2023-09-04,50,0,True,False,False,False,197,True,0
4877,2023-09-03,Web,2024-01-26,7,50,False,False,False,True,145,False,2
4878,2023-04-23,Referral,2024-03-15,17,20,False,False,False,True,327,False,1
4879,2023-06-19,Referral,2023-11-10,11,50,False,False,False,True,144,False,1
4880,2023-06-15,Referral,2024-06-02,105,0,False,False,False,False,353,True,1
4881,2023-01-14,Referral,2023-04-23,62,50,True,False,False,True,99,False,1
4882,2023-07-22,Referral,2023-09-05,8,0,True,False,False,False,45,True,1
4883,2023-10-15,Web,2023-10-21,11,20,True,True,False,True,6,False,2
4884,2023-07-08,Referral,2024-04-15,22,0,False,False,False,False,282,True,1
4885,2023-06-04,Referral,2023-11-05,9,50,False,False,False,True,154,False,1
4886,2023-02-24,Web,2023-04-10,52,0,True,False,False,False,45,True,2
4887,2023-07-01,Web,2024-06-20,51,10,False,False,False,True,355,False,2
4888,2023-07-29,Referral,2023-11-26,38,50,False,False,False,True,120,False,1
4889,2023-03-16,Web,2023-07-18,35,0,True,False,False,False,124,True,2
4890,2023-10-04,Referral,2024-06-01,23,0,False,False,False,False,241,True,1
4891,2023-05-13,Web,2024-02-11,12,0,False,False,False,False,274,True,2
4892,2023-12-09,Web,2024-11-26,54,50,False,False,False,True,353,False,2
4893,2023-02-28,Mobile,2023-12-20,58,20,False,False,False,True,295,False,0
4894,2023-12-11,Web,2023-12-24,1,0,False,True,True,False,13,True,2
4895,2023-07-01,Mobile,2024-02-29,15,50,False,False,False,True,243,False,0
4896,2023-12-05,Mobile,2024-04-05,0,0,False,False,False,False,122,True,0
4897,2023-11-17,Web,2024-11-07,54,0,False,False,False,False,356,True,2
4898,2023-03-05,Web,2024-01-18,5,0,False,False,False,False,319,True,2
4899,2023-11-23,Web,2024-10-04,33,0,False,False,False,False,316,True,2
4900,2023-09-17,Web,2023-10-01,13,0,True,False,False,False,14,True,2
4901,2023-07-12,Mobile,2023-08-10,50,10,True,False,False,True,29,False,0
4902,2023-05-23,Mobile,2023-11-16,21,0,False,False,False,False,177,True,0
4903,2023-04-14,Web,2023-11-29,11,10,False,False,False,True,229,False,2
4904,2023-08-02,Mobile,2023-08-17,11,0,True,False,False,False,15,True,0
4905,2023-08-30,Web,2023-12-13,11,50,False,False,False,True,105,False,2
4906,2023-07-28,Web,2024-04-22,46,20,False,False,False,True,269,False,2
4907,2023-04-03,Web,2024-02-28,37,0,False,False,False,False,331,True,2
4908,2023-05-22,Referral,2023-08-17,11,0,True,False,False,False,87,True,1
4909,2023-04-22,Referral,2024-01-27,20,50,False,False,False,True,280,False,1
4910,2023-02-28,Referral,2024-02-12,2,0,False,False,False,False,349,True,1
4911,2023-02-12,Web,2023-11-04,52,0,False,False,False,False,265,True,2
4912,2023-07-26,Web,2024-03-07,9,0,False,False,False,False,225,True,2
4913,2023-09-25,Mobile,2024-08-05,66,50,False,False,False,True,315,False,0
4914,2023-10-23,Mobile,2024-06-02,27,20,False,False,False,True,223,False,0
4915,2023-04-28,Referral,2023-07-30,25,50,True,False,False,True,93,False,1
4916,2023-01-20,Web,2023-02-08,5,10,True,False,False,True,19,False,2
4917,2023-08-10,Web,2024-04-16,2,0,False,False,False,False,250,True,2
4918,2023-06-15,Mobile,2023-12-12,24,50,False,False,False,True,180,False,0
4919,2023-05-11,Referral,2023-05-19,18,0,True,True,False,False,8,True,1
4920,2023-06-05,Referral,2024-05-08,3,0,False,False,False,False,338,True,1
4921,2023-07-03,Mobile,2023-07-28,54,0,True,False,False,False,25,True,0
4922,2023-03-31,Referral,2023-10-29,16,0,True,False,False,False,212,True,1
4923,2023-04-04,Mobile,2023-08-23,9,20,True,False,False,True,141,False,0
4924,2023-01-13,Referral,2023-12-05,46,0,False,False,False,False,326,True,1
4925,2023-11-18,Referral,2024-06-25,73,0,False,False,False,False,220,True,1
4926,2023-10-20,Referral,2024-02-18,10,0,False,False,False,False,121,True,1
4927,2023-08-18,Web,2024-02-17,44,0,False,False,False,False,183,True,2
4928,2023-11-18,Web,2024-07-25,31,0,False,False,False,False,250,True,2
4929,2023-10-19,Mobile,2024-02-28,137,50,False,False,False,True,132,False,0
4930,2023-01-26,Mobile,2024-01-23,6,0,False,False,False,False,362,True,0
4931,2023-03-16,Referral,2023-06-06,97,10,True,False,False,True,82,False,1
4932,2023-12-30,Web,2024-08-19,11,0,False,False,False,False,233,True,2
4933,2023-10-26,Web,2024-08-18,15,0,False,False,False,False,297,True,2
4934,2023-05-30,Mobile,2024-02-20,13,0,False,False,False,False,266,True,0
4935,2023-05-28,Web,2023-08-22,9,0,True,False,False,False,86,True,2
4936,2023-01-08,Web,2023-12-20,35,0,False,False,False,False,346,True,2
4937,2023-01-29,Web,2024-01-06,26,0,False,False,False,False,342,True,2
4938,2023-10-23,Mobile,2024-08-29,10,0,False,False,False,False,311,True,0
4939,2023-07-28,Web,2023-10-06,4,0,True,False,False,False,70,True,2
4940,2023-05-08,Referral,2023-08-16,11,0,True,False,False,False,100,True,1
4941,2023-12-06,Mobile,2024-05-03,14,0,False,False,False,False,149,True,0
4942,2023-04-26,Referral,2023-07-04,14,50,True,False,False,True,69,False,1
4943,2023-05-24,Mobile,2023-06-06,13,0,True,True,False,False,13,True,0
4944,2023-11-14,Web,2024-11-09,1,0,False,False,False,False,361,True,2
4945,2023-08-23,Web,2024-02-29,18,10,False,False,False,True,190,False,2
4946,2023-01-07,Web,2023-06-18,54,20,True,False,False,True,162,False,2
4947,2023-02-14,Mobile,2023-03-21,5,0,True,False,False,False,35,True,0
4948,2023-08-27,Web,2024-01-29,4,0,False,False,False,False,155,True,2
4949,2023-06-04,Web,2024-04-22,19,0,False,False,False,False,323,True,2
4950,2023-06-30,Mobile,2024-03-02,13,0,False,False,False,False,246,True,0
4951,2023-08-03,Web,2024-01-10,24,0,False,False,False,False,160,True,2
4952,2023-03-29,Web,2023-05-31,88,0,True,False,False,False,63,True,2
4953,2023-09-13,Mobile,2023-09-27,42,0,True,False,False,False,14,True,0
4954,2023-03-14,Referral,2024-02-26,34,0,False,False,False,False,349,True,1
4955,2023-06-28,Web,2023-11-03,16,0,False,False,False,False,128,True,2
4956,2023-07-31,Web,2024-07-25,10,0,False,False,False,False,360,True,2
4957,2023-10-20,Referral,2024-10-04,23,0,False,False,False,False,350,True,1
4958,2023-08-22,Web,2024-06-03,65,0,False,False,False,False,286,True,2
4959,2023-08-27,Referral,2024-04-24,62,0,False,False,False,False,241,True,1
4960,2023-08-11,Web,2024-07-13,17,0,False,False,False,False,337,True,2
4961,2023-04-29,Referral,2023-05-20,8,20,True,False,False,True,21,False,1
4962,2023-11-09,Web,2024-10-02,7,50,False,False,False,True,328,False,2
4963,2023-09-21,Referral,2023-10-18,1,0,True,False,False,False,27,True,1
4964,2023-07-26,Web,2023-08-08,55,0,True,True,False,False,13,True,2
4965,2023-04-05,Mobile,2023-11-02,9,0,False,False,False,False,211,True,0
4966,2023-08-10,Web,2023-09-28,13,0,True,False,False,False,49,True,2
4967,2023-10-03,Web,2024-09-02,49,50,False,False,False,True,335,False,2
4968,2023-08-19,Mobile,2023-09-19,3,0,True,False,False,False,31,True,0
4969,2023-11-05,Mobile,2024-05-15,18,10,False,False,False,True,192,False,0
4970,2023-04-29,Referral,2023-09-20,3,0,True,False,False,False,144,True,1
4971,2023-09-25,Mobile,2023-10-08,17,0,True,True,False,False,13,True,0
4972,2023-09-30,Referral,2024-05-25,1,0,False,False,False,False,238,True,1
4973,2023-03-05,Mobile,2023-06-09,21,0,True,False,False,False,96,True,0
4974,2023-10-25,Referral,2024-01-14,47,10,False,False,False,True,81,False,1
4975,2023-12-16,Referral,2024-11-24,33,50,False,False,False,True,344,False,1
4976,2023-01-11,Web,2023-09-16,21,0,True,False,False,False,248,True,2
4977,2023-04-08,Referral,2024-03-10,52,0,False,False,False,False,337,True,1
4978,2023-03-12,Referral,2023-08-18,7,0,True,False,False,False,159,True,1
4979,2023-12-30,Web,2024-08-08,53,0,False,False,False,False,222,True,2
4980,2023-02-27,Mobile,2023-12-13,9,0,False,False,False,False,289,True,0
4981,2023-10-17,Web,2024-03-19,13,0,False,False,False,False,154,True,2
4982,2023-09-08,Referral,2024-08-06,4,20,False,False,False,True,333,False,1
4983,2023-10-03,Web,2024-01-03,3,20,False,False,False,True,92,False,2
4984,2023-02-19,Web,2023-06-09,80,0,True,False,False,False,110,True,2
4985,2023-12-24,Mobile,2024-10-17,6,0,False,False,False,False,298,True,0
4986,2023-08-04,Mobile,2023-11-11,12,20,False,False,False,True,99,False,0
4987,2023-02-21,Referral,2023-11-05,22,50,False,False,False,True,257,False,1
4988,2023-09-28,Referral,2023-11-10,12,0,False,False,False,False,43,True,1
4989,2023-03-25,Mobile,2023-12-09,61,50,False,False,False,True,259,False,0
4990,2023-10-20,Web,2023-12-17,69,50,False,False,False,True,58,False,2
4991,2023-05-06,Mobile,2024-01-08,11,0,False,False,False,False,247,True,0
4992,2023-10-23,Mobile,2024-02-14,2,10,False,False,False,True,114,False,0
4993,2023-03-13,Mobile,2023-11-26,7,0,False,False,False,False,258,True,0
4994,2023-10-23,Web,2024-02-16,19,10,False,False,False,True,116,False,2
4995,2023-08-24,Mobile,2024-02-18,10,0,False,False,False,False,178,True,0
4996,2023-02-25,Web,2023-09-06,18,0,True,False,False,False,193,True,2
4997,2023-12-26,Mobile,2024-08-07,42,0,False,False,False,False,225,True,0
4998,2023-04-20,Mobile,2023-12-29,16,0,False,False,False,False,253,True,0
4999,2023-07-11,Referral,2023-09-05,6,50,True,False,False,True,56,False,1
5000,2023-04-03,Mobile,2023-09-16,13,0,True,False,False,False,166,True,0
5001,2023-12-16,Web,2024-01-24,40,0,False,False,False,False,39,True,2
5002,2023-02-25,Referral,2023-04-07,16,50,True,False,False,True,41,False,1
5003,2023-03-01,Mobile,2024-02-02,8,0,False,False,False,False,338,True,0
5004,2023-05-18,Web,2024-04-03,16,20,False,False,False,True,321,False,2
5005,2023-02-08,Mobile,2023-06-03,18,10,True,False,False,True,115,False,0
5006,2023-01-28,Web,2023-07-28,10,0,True,False,False,False,181,True,2
5007,2023-02-18,Referral,2023-03-03,163,0,True,True,False,False,13,True,1
5008,2023-05-05,Mobile,2024-02-08,43,0,False,False,False,False,279,True,0
