customer_number,customer_register_time,platform,last_login,total_purchase,redeemed_amount
4998,2023-04-20,Mobile,2023-12-29,16,0
4999,2023-07-11,Referral,2023-09-05,6,50
5000,2023-04-03,Mobile,2023-09-16,13,0
5001,2023-12-16,Web,2024-01-24,40,0
5002,2023-02-25,Referral,2023-04-07,16,50
5003,2023-03-01,Mobile,2024-02-02,8,0
5004,2023-05-18,Web,2024-04-03,16,20
5005,2023-02-08,Mobile,2023-06-03,18,10
5006,2023-01-28,Web,2023-07-28,10,0
5007,2023-02-18,Referral,2023-03-03,163,0
5008,2023-05-05,Mobile,2024-02-08,43,0
5009,2023-01-13,Mobile,2023-05-18,35,0
5010,2023-02-05,Web,2023-05-25,57,0
5011,2023-04-11,Web,2023-09-18,32,0
5012,2023-10-09,Referral,2024-09-13,46,0
5013,2023-03-27,Referral,2023-04-26,15,0
5014,2023-01-04,Web,2023-10-31,20,50
5015,2023-08-11,Web,2023-09-09,1,0
5016,2023-12-04,Web,2024-11-27,9,0
5017,2023-06-15,Mobile,2023-08-27,13,20
5018,2023-12-10,Mobile,2024-11-05,29,0
5019,2023-10-05,Mobile,2024-03-08,18,20
5020,2023-05-10,Mobile,2024-04-23,28,0
5021,2023-01-31,Referral,2023-04-10,37,0
5022,2023-01-11,Mobile,2023-06-14,1,50
5023,2023-10-29,Web,2024-09-17,8,50
5024,2023-04-06,Mobile,2023-12-11,5,0
5025,2023-07-09,Referral,2023-09-09,6,0
5026,2023-07-11,Mobile,2023-12-18,20,50
5027,2023-09-23,Mobile,2024-01-17,40,20
5028,2023-05-08,Mobile,2023-09-12,9,0
5029,2023-08-26,Referral,2024-08-17,52,0
5030,2023-12-21,Mobile,2024-07-15,66,10
5031,2023-04-22,Web,2023-04-30,12,0
5032,2023-11-12,Referral,2024-03-24,34,50
5033,2023-12-09,Referral,2024-01-08,3,0
5034,2023-05-25,Web,2024-03-13,40,0
5035,2023-03-06,Mobile,2023-04-06,5,0
5036,2023-09-04,Mobile,2023-10-20,34,0
5037,2023-08-11,Web,2023-10-25,16,10
5038,2023-11-09,Referral,2024-01-16,79,0
5039,2023-04-16,Mobile,2023-05-15,18,20
5040,2023-06-30,Referral,2023-09-14,0,10
5041,2023-07-03,Web,2024-03-31,19,0
5042,2023-08-14,Mobile,2024-06-27,47,0
5043,2023-09-22,Web,2023-12-30,31,0
5044,2023-10-05,Mobile,2024-09-30,101,0
5045,2023-03-30,Mobile,2024-02-12,55,0
5046,2023-06-25,Mobile,2023-10-24,22,0
5047,2023-01-18,Web,2023-07-05,6,0
5048,2023-04-16,Web,2024-01-23,0,0
5049,2023-09-28,Web,2023-12-06,118,50
5050,2023-11-15,Web,2024-09-20,83,0
5051,2023-06-16,Mobile,2024-03-06,9,0
5052,2023-01-13,Mobile,2023-09-02,30,10
5053,2023-12-03,Mobile,2024-06-24,39,10
5054,2023-02-01,Mobile,2023-09-13,25,0
5055,2023-02-09,Web,2023-08-12,55,0
5056,2023-05-28,Web,2024-05-24,2,10
5057,2023-08-06,Web,2024-03-25,68,0
5058,2023-08-07,Referral,2024-04-19,14,20
5059,2023-03-23,Mobile,2024-01-20,19,0
5060,2023-11-29,Web,2023-12-07,17,0
5061,2023-07-27,Web,2023-12-19,22,10
5062,2023-07-20,Referral,2024-01-06,27,0
5063,2023-11-28,Mobile,2024-08-12,37,0
5064,2023-02-07,Mobile,2023-07-14,22,0
5065,2023-07-30,Mobile,2023-10-09,34,20
5066,2023-11-23,Web,2024-01-21,12,10
5067,2023-09-06,Referral,2023-12-15,82,20
5068,2023-08-15,Mobile,2024-02-02,2,0
5069,2023-02-17,Web,2024-01-08,23,0
5070,2023-01-18,Referral,2023-12-19,2,10
5071,2023-10-22,Mobile,2024-10-02,17,0
5072,2023-07-15,Web,2023-09-19,8,0
5073,2023-07-06,Mobile,2023-12-31,82,0
5074,2023-12-11,Web,2024-08-24,0,50
5075,2023-08-12,Web,2023-12-06,14,0
5076,2023-11-14,Mobile,2024-06-20,45,0
5077,2023-12-31,Web,2024-08-30,6,20
5078,2023-12-03,Referral,2024-07-21,50,0
5079,2023-08-17,Referral,2024-04-07,58,0
5080,2023-03-18,Web,2023-11-10,36,10
5081,2023-07-07,Mobile,2023-12-21,7,0
5082,2023-12-12,Referral,2024-04-20,9,0
5083,2023-09-27,Mobile,2024-06-10,5,0
5084,2023-04-05,Mobile,2024-03-07,6,0
5085,2023-11-06,Web,2024-05-27,1,0
5086,2023-05-12,Mobile,2023-11-29,58,0
5087,2023-02-08,Mobile,2023-06-14,22,0
5088,2023-03-13,Referral,2023-12-06,11,0
5089,2023-10-08,Web,2023-12-05,10,50
5090,2023-11-29,Referral,2024-04-16,23,50
5091,2023-06-09,Web,2024-05-17,11,20
5092,2023-07-06,Referral,2024-07-03,59,0
5093,2023-07-10,Mobile,2023-12-12,7,0
5094,2023-04-30,Mobile,2023-08-12,64,10
5095,2023-08-08,Mobile,2024-04-02,32,0
5096,2023-02-22,Web,2023-03-30,94,10
5097,2023-08-10,Web,2023-10-15,0,0
5098,2023-05-11,Web,2023-11-27,1,0
5099,2023-08-25,Web,2023-09-28,20,0
5100,2023-09-03,Web,2024-05-07,73,0
5101,2023-08-14,Mobile,2023-12-02,39,0
5102,2023-07-27,Mobile,2024-05-21,29,0
5103,2023-04-06,Web,2023-08-21,0,0
5104,2023-07-19,Referral,2023-08-14,13,50
5105,2023-09-04,Mobile,2024-02-11,12,0
5106,2023-03-13,Referral,2023-10-17,23,50
5107,2023-11-14,Mobile,2024-07-01,8,0
5108,2023-07-04,Web,2024-04-18,9,0
5109,2023-01-06,Mobile,2023-06-30,29,50
5110,2023-07-25,Mobile,2023-09-09,86,20
5111,2023-02-01,Web,2023-04-06,32,0
5112,2023-04-09,Web,2023-06-29,33,0
5113,2023-09-13,Web,2024-04-06,128,0
5114,2023-07-06,Web,2024-02-15,4,0
5115,2023-03-17,Mobile,2023-09-24,1,10
5116,2023-06-26,Mobile,2023-10-04,41,0
5117,2023-11-11,Web,2024-10-22,17,0
5118,2023-10-14,Mobile,2024-05-17,16,0
5119,2023-12-15,Mobile,2024-11-23,7,0
5120,2023-09-12,Web,2024-06-04,21,0
5121,2023-11-21,Web,2024-10-19,17,0
5122,2023-07-09,Web,2023-09-28,12,0
5123,2023-11-04,Web,2023-12-09,17,0
5124,2023-12-11,Web,2024-01-23,14,50
5125,2023-05-07,Web,2024-03-12,84,0
5126,2023-10-14,Mobile,2024-09-16,117,10
5127,2023-09-11,Mobile,2024-04-16,54,0
5128,2023-08-01,Web,2023-12-09,139,0
5129,2023-09-07,Web,2024-02-23,9,50
5130,2023-03-25,Mobile,2023-11-30,55,0
5131,2023-01-13,Referral,2023-05-06,15,50
5132,2023-02-14,Mobile,2023-05-17,41,50
5133,2023-05-07,Mobile,2023-11-27,6,0
5134,2023-04-24,Web,2024-01-24,50,50
5135,2023-10-03,Web,2023-11-27,2,0
5136,2023-07-24,Referral,2024-02-11,9,0
5137,2023-12-03,Web,2023-12-30,51,10
5138,2023-09-30,Referral,2024-03-05,41,0
5139,2023-02-27,Mobile,2023-10-12,20,50
5140,2023-11-24,Mobile,2024-07-06,33,0
5141,2023-08-07,Web,2024-01-09,6,0
5142,2023-04-19,Mobile,2024-01-14,33,0
5143,2023-10-06,Mobile,2023-12-22,0,0
5144,2023-06-23,Web,2023-09-12,53,0
5145,2023-11-24,Web,2023-12-30,21,0
5146,2023-09-21,Referral,2023-11-29,86,0
5147,2023-11-11,Mobile,2024-11-06,19,50
5148,2023-04-21,Mobile,2023-05-13,17,0
5149,2023-07-06,Web,2023-12-21,17,0
5150,2023-09-26,Mobile,2024-07-13,13,0
5151,2023-08-17,Mobile,2023-10-14,5,0
5152,2023-06-05,Mobile,2023-08-11,55,0
5153,2023-07-08,Mobile,2024-03-25,14,0
5154,2023-09-29,Mobile,2024-05-29,22,0
5155,2023-01-02,Mobile,2023-01-15,0,0
5156,2023-09-03,Web,2024-01-05,1,0
5157,2023-07-29,Referral,2024-07-15,27,50
5158,2023-10-13,Mobile,2024-01-15,63,10
5159,2023-12-25,Web,2024-11-05,20,0
5160,2023-01-13,Mobile,2023-07-11,5,0
5161,2023-04-06,Referral,2023-04-13,3,0
5162,2023-08-09,Web,2023-12-21,69,10
5163,2023-08-26,Web,2023-10-23,36,20
5164,2023-04-04,Mobile,2024-01-26,101,0
5165,2023-12-04,Web,2024-06-09,2,0
5166,2023-09-26,Mobile,2024-09-17,69,20
5167,2023-06-20,Web,2024-02-03,56,0
5168,2023-04-04,Mobile,2023-04-20,67,50
5169,2023-05-29,Web,2023-12-14,0,0
5170,2023-04-22,Web,2023-12-29,40,20
5171,2023-02-24,Referral,2023-08-01,23,50
5172,2023-12-03,Mobile,2024-02-23,25,0
5173,2023-04-26,Web,2023-09-17,19,0
5174,2023-05-23,Web,2023-08-25,40,20
5175,2023-07-20,Mobile,2023-12-15,262,20
5176,2023-06-29,Mobile,2023-09-13,37,0
5177,2023-07-21,Referral,2024-01-18,34,0
5178,2023-12-30,Referral,2024-12-16,31,50
5179,2023-02-22,Mobile,2023-11-16,35,0
5180,2023-06-29,Mobile,2024-03-30,12,0
5181,2023-11-09,Mobile,2024-02-26,11,50
5182,2023-11-04,Mobile,2024-01-19,46,0
5183,2023-05-17,Web,2023-08-03,1,20
5184,2023-07-01,Web,2023-11-25,42,10
5185,2023-01-01,Web,2023-03-08,50,50
5186,2023-02-13,Web,2023-07-13,22,0
5187,2023-08-15,Web,2023-10-04,72,50
5188,2023-11-27,Mobile,2024-07-17,19,0
5189,2023-04-08,Mobile,2023-07-26,5,0
5190,2023-07-27,Mobile,2023-11-17,13,0
5191,2023-09-22,Web,2024-08-08,70,0
5192,2023-10-15,Web,2024-02-17,152,0
5193,2023-09-28,Mobile,2023-11-14,16,20
5194,2023-05-20,Web,2023-08-31,5,10
5195,2023-08-25,Mobile,2024-03-10,10,20
5196,2023-03-13,Referral,2024-01-22,24,10
5197,2023-06-04,Web,2024-01-08,25,0
5198,2023-07-09,Web,2024-02-27,29,0
5199,2023-09-25,Mobile,2024-04-01,54,0
5200,2023-11-17,Referral,2024-03-12,37,0
5201,2023-04-17,Mobile,2024-04-02,9,0
5202,2023-08-20,Referral,2024-05-22,15,0
5203,2023-02-11,Web,2023-12-25,54,0
5204,2023-07-09,Referral,2023-10-23,30,0
5205,2023-05-19,Web,2023-12-19,5,0
5206,2023-04-13,Web,2023-11-30,11,0
5207,2023-06-20,Referral,2024-03-31,46,0
5208,2023-12-17,Referral,2024-01-12,5,0
5209,2023-09-30,Web,2024-06-08,35,0
5210,2023-08-09,Web,2024-01-19,24,0
5211,2023-08-01,Web,2024-03-21,4,0
5212,2023-12-07,Web,2024-11-18,35,0
5213,2023-02-25,Web,2023-09-04,4,0
5214,2023-12-08,Referral,2024-05-03,15,0
5215,2023-04-12,Mobile,2024-03-19,11,0
5216,2023-07-11,Mobile,2024-07-07,35,0
5217,2023-11-06,Mobile,2023-12-04,45,0
5218,2023-07-19,Mobile,2023-12-11,5,50
5219,2023-08-21,Mobile,2024-04-21,50,0
5220,2023-08-15,Mobile,2024-06-06,0,0
5221,2023-05-19,Web,2024-03-23,22,0
5222,2023-12-10,Mobile,2024-03-05,21,10
5223,2023-11-01,Mobile,2023-12-23,29,50
5224,2023-05-29,Referral,2024-05-20,8,0
5225,2023-04-25,Referral,2024-04-21,0,10
5226,2023-03-04,Mobile,2023-08-26,18,0
5227,2023-04-14,Mobile,2024-01-05,2,20
5228,2023-12-05,Web,2024-02-15,66,0
5229,2023-12-25,Mobile,2024-01-12,5,0
5230,2023-06-05,Web,2023-07-09,16,0
5231,2023-09-30,Web,2024-01-22,17,20
5232,2023-01-06,Web,2023-08-10,24,50
5233,2023-05-27,Mobile,2024-02-19,45,0
5234,2023-07-03,Web,2024-05-24,19,0
5235,2023-01-28,Referral,2023-08-22,0,0
5236,2023-02-07,Web,2023-05-06,44,10
5237,2023-04-29,Referral,2023-06-25,2,0
5238,2023-10-20,Mobile,2024-10-13,30,0
5239,2023-09-01,Web,2024-05-18,48,0
5240,2023-03-09,Web,2023-05-26,9,0
5241,2023-08-02,Mobile,2024-03-13,17,0
5242,2023-08-06,Mobile,2023-12-31,0,0
5243,2023-06-26,Mobile,2023-10-08,48,0
5244,2023-10-26,Web,2024-03-07,36,0
5245,2023-06-13,Mobile,2024-01-22,7,0
5246,2023-02-27,Referral,2023-11-29,14,20
5247,2023-09-26,Web,2023-10-22,35,0
5248,2023-11-04,Mobile,2024-05-04,13,10
5249,2023-02-27,Web,2023-04-20,5,0
5250,2023-10-15,Mobile,2024-02-13,21,0
5251,2023-04-15,Mobile,2024-03-13,38,20
5252,2023-08-16,Web,2024-02-15,11,0
5253,2023-09-04,Web,2024-06-07,3,0
5254,2023-07-07,Web,2024-06-14,53,0
5255,2023-03-24,Mobile,2024-03-22,8,50
5256,2023-07-05,Mobile,2024-06-20,21,0
5257,2023-09-09,Referral,2024-03-10,35,0
5258,2023-12-21,Mobile,2024-02-12,11,0
5259,2023-08-26,Web,2024-07-10,31,20
5260,2023-12-26,Referral,2024-09-10,18,0
5261,2023-07-03,Mobile,2023-08-06,25,0
5262,2023-10-11,Mobile,2024-01-08,26,0
5263,2023-07-29,Web,2024-05-05,52,20
5264,2023-10-31,Web,2023-12-08,32,0
5265,2023-10-23,Referral,2024-09-20,9,0
5266,2023-04-07,Mobile,2023-07-18,1,0
5267,2023-07-27,Web,2023-10-15,0,0
5268,2023-05-17,Mobile,2023-11-12,70,50
5269,2023-07-03,Referral,2024-06-12,85,10
5270,2023-03-17,Web,2023-11-25,2,0
5271,2023-10-14,Mobile,2024-09-22,20,0
5272,2023-05-22,Referral,2023-10-07,4,10
5273,2023-08-25,Web,2024-02-23,89,0
5274,2023-01-25,Mobile,2023-09-14,8,0
5275,2023-10-17,Mobile,2023-12-23,20,0
5276,2023-03-08,Mobile,2023-12-05,5,0
5277,2023-09-07,Web,2024-05-26,12,0
5278,2023-04-28,Web,2023-09-23,9,0
5279,2023-03-14,Mobile,2024-01-15,19,50
5280,2023-10-09,Web,2023-12-04,16,20
5281,2023-12-26,Mobile,2024-10-28,12,0
5282,2023-01-10,Web,2023-04-23,3,10
5283,2023-07-30,Web,2024-06-04,19,20
5284,2023-11-19,Referral,2024-01-07,56,0
5285,2023-06-01,Mobile,2023-07-17,39,0
5286,2023-01-05,Referral,2023-12-02,38,0
5287,2023-07-14,Web,2023-09-13,13,0
5288,2023-10-10,Mobile,2023-11-16,36,0
5289,2023-04-23,Web,2023-08-19,18,0
5290,2023-09-28,Mobile,2024-07-28,4,0
5291,2023-06-12,Mobile,2023-10-08,16,0
5292,2023-04-15,Web,2023-06-14,4,0
5293,2023-06-30,Referral,2023-08-17,3,20
5294,2023-02-13,Web,2023-09-17,0,0
5295,2023-10-09,Mobile,2024-09-29,9,0
5296,2023-06-24,Referral,2024-05-22,12,10
5297,2023-06-11,Referral,2023-07-19,36,0
5298,2023-12-17,Referral,2024-09-16,23,50
5299,2023-12-06,Web,2024-06-23,58,0
5300,2023-05-20,Web,2023-09-26,5,0
5301,2023-05-12,Web,2023-08-03,9,10
5302,2023-03-28,Mobile,2023-12-12,84,0
5303,2023-06-25,Mobile,2023-11-21,17,10
5304,2023-07-02,Web,2023-09-27,46,0
5305,2023-05-09,Mobile,2023-12-29,20,0
5306,2023-09-03,Web,2024-01-22,19,0
5307,2023-03-30,Web,2023-04-30,4,20
5308,2023-03-07,Mobile,2023-09-04,57,50
5309,2023-06-07,Mobile,2024-01-04,2,0
5310,2023-05-29,Referral,2024-04-03,11,0
5311,2023-12-06,Web,2024-10-16,33,50
5312,2023-04-26,Mobile,2023-11-29,21,0
5313,2023-08-02,Web,2024-07-25,63,10
5314,2023-10-21,Web,2023-12-01,1,0
5315,2023-09-10,Mobile,2024-07-03,31,0
5316,2023-05-23,Referral,2023-11-22,19,0
5317,2023-09-07,Web,2024-02-18,5,50
5318,2023-10-29,Web,2023-11-14,40,10
5319,2023-01-25,Mobile,2023-07-17,15,20
5320,2023-10-04,Web,2024-08-15,22,0
5321,2023-03-11,Referral,2023-06-03,102,10
5322,2023-04-23,Mobile,2023-05-11,19,10
5323,2023-12-29,Web,2024-02-25,52,0
5324,2023-04-22,Mobile,2024-01-05,44,20
5325,2023-12-30,Mobile,2024-03-08,32,0
5326,2023-10-30,Web,2023-12-31,68,0
5327,2023-04-01,Mobile,2023-07-10,8,0
5328,2023-01-18,Web,2023-02-12,51,0
5329,2023-05-29,Mobile,2024-02-17,14,0
5330,2023-08-15,Web,2023-10-31,50,0
5331,2023-08-02,Referral,2024-04-10,20,0
5332,2023-12-26,Web,2024-05-05,58,10
5333,2023-05-31,Web,2023-07-20,67,0
5334,2023-07-11,Referral,2024-04-08,27,0
5335,2023-02-09,Web,2023-06-21,21,0
5336,2023-08-30,Web,2023-10-03,45,0
5337,2023-05-18,Web,2023-08-24,9,0
5338,2023-12-11,Web,2024-07-26,0,0
5339,2023-06-29,Referral,2024-05-14,15,0
5340,2023-07-19,Mobile,2023-10-31,21,0
5341,2023-07-22,Web,2023-10-05,10,0
5342,2023-03-02,Mobile,2023-05-26,14,0
5343,2023-07-11,Mobile,2024-05-10,4,0
5344,2023-01-05,Referral,2023-04-27,9,20
5345,2023-08-25,Web,2023-12-09,8,0
5346,2023-06-30,Mobile,2023-10-03,10,20
5347,2023-11-07,Mobile,2023-11-27,10,0
5348,2023-02-06,Mobile,2023-05-31,24,20
5349,2023-02-25,Mobile,2023-11-19,8,50
5350,2023-08-25,Web,2024-02-05,84,0
5351,2023-12-24,Mobile,2024-09-06,21,0
5352,2023-12-15,Mobile,2024-03-17,4,0
5353,2023-07-16,Referral,2023-10-23,9,0
5354,2023-03-14,Web,2023-12-15,39,0
5355,2023-02-28,Mobile,2023-11-06,0,10
5356,2023-08-28,Referral,2024-03-25,83,50
5357,2023-01-02,Mobile,2023-12-17,17,0
5358,2023-12-26,Referral,2024-11-12,22,0
5359,2023-07-07,Referral,2024-04-22,133,0
5360,2023-11-03,Web,2024-07-12,20,0
5361,2023-01-30,Mobile,2023-04-11,88,10
5362,2023-09-24,Web,2023-11-13,74,0
5363,2023-04-18,Mobile,2023-06-04,85,10
5364,2023-11-28,Web,2024-07-18,50,0
5365,2023-03-31,Mobile,2024-01-30,10,0
5366,2023-07-24,Mobile,2024-03-18,12,0
5367,2023-08-08,Mobile,2024-02-27,13,0
5368,2023-04-04,Web,2024-03-09,116,10
5369,2023-04-13,Referral,2023-05-19,13,0
5370,2023-08-11,Web,2024-05-05,3,0
5371,2023-07-05,Web,2023-10-30,45,0
5372,2023-07-03,Web,2024-05-20,13,0
5373,2023-06-11,Referral,2024-03-17,29,0
5374,2023-09-04,Referral,2024-02-01,77,50
5375,2023-01-31,Mobile,2024-01-27,25,0
5376,2023-02-21,Referral,2023-03-03,30,0
5377,2023-12-11,Web,2024-11-19,30,10
5378,2023-03-17,Referral,2023-07-07,28,0
5379,2023-10-05,Web,2024-06-25,5,0
5380,2023-02-09,Web,2023-04-25,18,0
5381,2023-04-11,Web,2024-03-20,0,0
5382,2023-04-21,Mobile,2023-10-04,29,0
5383,2023-11-17,Mobile,2024-02-29,25,10
5384,2023-09-06,Web,2024-08-02,11,0
5385,2023-07-10,Referral,2023-08-16,22,50
5386,2023-07-01,Mobile,2023-11-25,20,0
5387,2023-12-01,Web,2024-08-05,8,20
5388,2023-07-28,Mobile,2024-03-12,10,10
5389,2023-01-22,Mobile,2023-08-28,43,0
5390,2023-06-15,Referral,2023-10-17,42,0
5391,2023-04-09,Mobile,2023-09-28,19,20
5392,2023-07-27,Mobile,2024-07-14,37,0
5393,2023-01-08,Web,2023-08-17,17,0
5394,2023-07-09,Mobile,2024-07-02,57,0
5395,2023-06-24,Referral,2024-05-15,12,50
5396,2023-09-30,Web,2024-05-08,78,0
5397,2023-01-17,Referral,2023-03-16,23,0
5398,2023-03-31,Mobile,2023-10-29,23,50
5399,2023-05-21,Web,2023-08-13,33,0
5400,2023-05-25,Referral,2023-10-27,12,0
5401,2023-06-15,Mobile,2023-08-13,38,0
5402,2023-12-03,Web,2023-12-12,11,20
5403,2023-03-19,Web,2023-04-27,15,0
5404,2023-09-19,Web,2024-09-06,33,20
5405,2023-06-12,Referral,2023-10-13,14,50
5406,2023-01-14,Mobile,2023-08-03,6,0
5407,2023-08-27,Referral,2023-10-24,61,0
5408,2023-03-13,Web,2023-12-01,76,20
5409,2023-05-23,Web,2024-02-13,29,0
5410,2023-11-06,Web,2024-10-18,50,0
5411,2023-10-10,Mobile,2024-08-21,129,0
5412,2023-09-26,Referral,2023-10-02,28,10
5413,2023-08-29,Mobile,2023-11-23,71,0
5414,2023-09-02,Web,2024-08-21,13,0
5415,2023-06-12,Referral,2023-06-21,36,0
5416,2023-03-01,Mobile,2023-08-26,1,0
5417,2023-01-06,Web,2023-05-29,46,0
5418,2023-07-16,Referral,2024-01-29,53,0
5419,2023-02-27,Web,2023-07-19,15,0
5420,2023-11-01,Web,2024-08-28,30,0
5421,2023-08-05,Web,2023-12-03,58,0
5422,2023-01-26,Mobile,2023-03-15,64,0
5423,2023-10-30,Mobile,2024-10-14,3,10
5424,2023-01-05,Web,2023-10-25,52,0
5425,2023-01-20,Web,2023-08-31,9,0
5426,2023-07-17,Mobile,2023-09-15,38,0
5427,2023-02-28,Referral,2023-11-01,11,50
5428,2023-08-30,Mobile,2024-05-18,1,10
5429,2023-05-26,Web,2023-05-31,7,0
5430,2023-09-30,Web,2024-07-19,15,50
5431,2023-09-06,Web,2023-12-22,40,0
5432,2023-01-14,Web,2023-11-06,3,0
5433,2023-01-13,Mobile,2023-06-15,50,0
5434,2023-02-13,Mobile,2023-05-12,173,0
5435,2023-01-19,Mobile,2023-02-18,46,0
5436,2023-03-04,Mobile,2023-08-30,19,10
5437,2023-08-27,Web,2024-04-10,25,0
5438,2023-12-03,Web,2024-04-14,0,0
5439,2023-04-10,Mobile,2023-09-03,7,0
5440,2023-06-12,Web,2024-05-27,68,0
5441,2023-05-02,Web,2024-03-03,0,20
5442,2023-02-13,Web,2023-12-12,70,0
5443,2023-12-26,Web,2024-05-13,3,0
5444,2023-11-13,Web,2024-01-11,4,10
5445,2023-05-25,Referral,2023-07-24,5,50
5446,2023-11-23,Referral,2024-02-11,48,10
5447,2023-12-29,Web,2024-11-16,19,0
5448,2023-02-19,Web,2024-01-28,4,50
5449,2023-03-06,Mobile,2024-02-28,34,0
5450,2023-12-21,Web,2024-05-05,84,0
5451,2023-10-15,Web,2023-11-30,25,20
5452,2023-06-13,Web,2024-06-03,3,0
5453,2023-05-21,Web,2023-09-12,1,0
5454,2023-11-10,Mobile,2024-01-23,47,50
5455,2023-05-08,Referral,2024-02-20,29,0
5456,2023-08-27,Web,2024-01-04,76,0
5457,2023-11-20,Web,2024-11-06,23,0
5458,2023-10-23,Web,2024-08-18,1,20
5459,2023-07-06,Web,2024-01-05,15,0
5460,2023-07-27,Referral,2024-05-24,32,0
5461,2023-08-08,Mobile,2024-02-25,14,0
5462,2023-07-09,Mobile,2024-03-30,234,0
5463,2023-12-12,Mobile,2024-03-26,15,10
5464,2023-10-11,Referral,2023-12-15,23,0
5465,2023-12-18,Referral,2024-06-22,7,0
5466,2023-08-25,Web,2024-06-21,4,10
5467,2023-07-13,Web,2023-07-26,31,0
5468,2023-10-14,Mobile,2024-05-11,26,20
5469,2023-09-16,Web,2024-08-03,0,0
5470,2023-09-03,Referral,2023-10-31,10,0
5471,2023-05-16,Mobile,2023-11-16,30,0
5472,2023-10-07,Referral,2024-01-23,50,0
5473,2023-09-28,Web,2024-02-05,11,20
5474,2023-06-20,Referral,2023-07-28,31,10
5475,2023-06-08,Web,2023-11-24,9,0
5476,2023-07-20,Referral,2024-05-17,35,10
5477,2023-02-14,Web,2023-11-15,35,0
5478,2023-09-21,Mobile,2024-07-10,4,0
5479,2023-03-12,Mobile,2023-07-12,32,20
5480,2023-12-30,Mobile,2024-12-22,12,0
5481,2023-04-13,Mobile,2023-07-18,5,0
5482,2023-05-05,Referral,2023-08-17,20,0
5483,2023-11-09,Mobile,2024-02-08,18,0
5484,2023-10-13,Mobile,2024-06-07,44,0
5485,2023-08-18,Web,2023-12-24,2,20
5486,2023-05-26,Referral,2023-12-19,46,10
5487,2023-07-16,Mobile,2023-08-21,3,0
5488,2023-08-09,Mobile,2024-08-04,6,0
5489,2023-03-01,Web,2023-04-13,21,0
5490,2023-04-08,Mobile,2023-07-15,18,0
5491,2023-06-20,Web,2023-07-04,134,0
5492,2023-06-22,Web,2024-01-27,26,20
5493,2023-05-31,Mobile,2023-09-12,11,0
5494,2023-12-16,Web,2024-08-20,69,0
5495,2023-05-02,Web,2023-07-03,11,0
5496,2023-04-18,Mobile,2024-04-13,9,20
5497,2023-01-04,Web,2023-11-24,20,10
5498,2023-04-03,Web,2023-04-26,73,0
5499,2023-01-06,Web,2024-01-02,36,0
5500,2023-10-15,Mobile,2024-02-13,33,50
5501,2023-04-16,Mobile,2023-09-03,38,0
5502,2023-05-26,Mobile,2024-04-21,32,10
5503,2023-09-28,Web,2024-07-24,42,0
5504,2023-04-06,Web,2023-04-23,6,10
5505,2023-08-17,Web,2023-11-30,5,0
5506,2023-07-21,Mobile,2023-12-27,13,50
5507,2023-07-31,Referral,2023-10-25,57,20
5508,2023-01-06,Web,2023-04-08,37,0
5509,2023-04-22,Web,2023-08-09,25,0
5510,2023-11-19,Web,2024-04-01,0,0
5511,2023-04-16,Mobile,2024-01-17,8,50
5512,2023-05-19,Mobile,2023-06-06,48,0
5513,2023-10-26,Mobile,2024-03-06,8,0
5514,2023-04-06,Referral,2023-06-09,39,0
5515,2023-12-03,Mobile,2024-07-21,6,0
5516,2023-10-24,Web,2023-11-14,27,0
5517,2023-08-02,Web,2023-09-20,29,0
5518,2023-10-18,Mobile,2023-11-29,41,20
5519,2023-01-22,Mobile,2023-05-30,17,0
5520,2023-07-12,Mobile,2024-07-10,30,0
5521,2023-05-30,Mobile,2023-08-06,20,0
5522,2023-09-04,Mobile,2024-05-18,88,0
5523,2023-09-24,Referral,2024-06-16,22,0
5524,2023-09-08,Mobile,2024-01-02,7,0
5525,2023-01-03,Mobile,2023-04-19,33,0
5526,2023-11-12,Web,2024-01-04,23,0
5527,2023-03-17,Mobile,2023-12-23,48,0
5528,2023-03-28,Referral,2023-11-14,5,0
5529,2023-09-27,Web,2023-10-24,9,0
5530,2023-08-13,Mobile,2024-07-14,76,20
5531,2023-01-18,Mobile,2023-07-26,79,0
5532,2023-04-23,Web,2023-06-30,17,0
5533,2023-09-08,Mobile,2024-02-16,1,0
5534,2023-08-21,Web,2024-06-03,10,0
5535,2023-11-25,Referral,2024-04-26,8,0
5536,2023-10-06,Referral,2024-09-01,16,0
5537,2023-07-21,Web,2024-01-10,11,0
5538,2023-03-24,Web,2023-08-08,52,0
5539,2023-05-05,Mobile,2024-03-18,0,20
5540,2023-06-24,Web,2023-11-07,31,0
5541,2023-03-10,Web,2023-09-27,32,10
5542,2023-02-16,Mobile,2023-07-05,32,0
5543,2023-09-13,Web,2023-10-22,22,0
5544,2023-08-03,Web,2024-03-14,28,50
5545,2023-01-30,Referral,2023-08-07,49,0
5546,2023-10-08,Referral,2023-10-17,46,0
5547,2023-08-25,Mobile,2023-11-08,1,0
5548,2023-09-05,Referral,2024-08-16,0,0
5549,2023-01-25,Web,2023-09-27,54,50
5550,2023-03-15,Web,2024-03-04,25,0
5551,2023-07-25,Web,2024-05-21,94,20
5552,2023-11-10,Mobile,2024-10-10,16,50
5553,2023-04-04,Referral,2023-10-18,5,0
5554,2023-05-07,Mobile,2023-10-26,19,0
5555,2023-01-25,Referral,2024-01-03,17,0
